"Parasite.species","Parasite.genus","Parasite.group","Host.species","Host.common.name","Missing.info","Typical.host","Host.no","Def.int","Facultative","Stage","Asexual","Site","Host.habitat","Vert.group","Remark","Author","Year","Journal","Volume","Pages"
"Raphidascaris acus","Raphidascaris","nematode","Tetragoneuria sp.","dragonfly naiad",0,"typical",2,"int","paratenic","2larv","none","body cavity","freshwater","fish","cites Thomas 1940; can be infected directly or indirectly via other invertebrates","Anderson","2000","Nematode parasites of vertebrates: their development and transmission, CABI",NA,NA
"Raphidascaris acus","Raphidascaris","nematode","Trichoptera","caddisfly larva",0,"typical",2,"int","paratenic","2larv","none","body cavity","freshwater",NA,NA,"Supriaga and Mozgovoy","1974","Parazitologiya","8","494-503"
"Raphidascaris acus","Raphidascaris","nematode",NA,"fish fry",0,"typical",2,"int","paratenic","2larv","none","body cavity","freshwater","fish","many species of fish fry are susceptible, but not clear that L4 stage reached in these hosts (probably as fish grows)","Supriaga and Mozgovoy","1974","Parazitologiya","8","494-503"
"Raphidascaris acus","Raphidascaris","nematode","Barbatula barbatula","stone loach",0,"typical",3,"int","no","3larv","none","liver; mesentery; gut wall","freshwater","fish",NA,"Moravec","1970","J. Fish Biol.","2","313-322"
"Raphidascaris acus","Raphidascaris","nematode","Catostomus commersonii","white sucker",0,"typical",3,"int","no","3larv","none","liver; mesentery; gut wall","freshwater","fish",NA,"Smith","1986","Environ. Biol. Fishes","16","295-308"
"Raphidascaris acus","Raphidascaris","nematode","Cottus gobio","bullhead",0,"typical",3,"int","no","3larv","none","liver; mesentery; gut wall","freshwater","fish",NA,"Moravec","1970","J. Fish Biol.","2","313-322"
"Raphidascaris acus","Raphidascaris","nematode","Cottus poecilopus","alpine sculpin",0,"typical",3,"int","no","3larv","none","liver; mesentery; gut wall","freshwater","fish",NA,"Moravec","1970","J. Fish Biol.","2","313-322"
"Raphidascaris acus","Raphidascaris","nematode","Etheostoma caeruleum","rainbow darter",0,"typical",3,"int","no","3larv","none","liver; mesentery; gut wall","freshwater","fish","were directly infected, suggesting that development may occur in invertebrates, but they are still nonetheless facultative","Smith","1984","Can. J. Zool.","62","1378-1386"
"Raphidascaris acus","Raphidascaris","nematode","Etheostoma exile","iowa darter",0,"typical",3,"int","no","3larv","none","liver; mesentery; gut wall","freshwater","fish",NA,"Smith","1986","Environ. Biol. Fishes","16","295-308"
"Raphidascaris acus","Raphidascaris","nematode","Etheostoma nigrum","johnny darter",0,"typical",3,"int","no","3larv","none","liver; mesentery; gut wall","freshwater","fish",NA,"Smith","1984","Can. J. Zool.","62","1378-1386"
"Raphidascaris acus","Raphidascaris","nematode","Fundulus diaphanus","banded killifish",0,"typical",3,"int","no","3larv","none","liver; mesentery; gut wall","freshwater","fish",NA,"Smith","1986","Environ. Biol. Fishes","16","295-308"
"Raphidascaris acus","Raphidascaris","nematode","Notemigonus crysoleucas","golden shiner",0,"typical",3,"int","no","3larv","none","liver; mesentery; gut wall","freshwater","fish",NA,"Smith","1986","Environ. Biol. Fishes","16","295-308"
"Raphidascaris acus","Raphidascaris","nematode","Notropis heterolepis","blacknose shiner",0,"typical",3,"int","no","3larv","none","liver; mesentery; gut wall","freshwater","fish",NA,"Smith","1986","Environ. Biol. Fishes","16","295-308"
"Raphidascaris acus","Raphidascaris","nematode","Perca flavescens","yellow perch",0,"typical",3,"int","no","3larv","none","liver; mesentery; gut wall","freshwater","fish","develops to L4 in fish intermediate hosts","Smith","1984","Can. J. Zool.","62","1378-1386"
"Raphidascaris acus","Raphidascaris","nematode","Phoxinus phoxinus","minnow",0,"typical",3,"int","no","3larv","none","liver; mesentery; gut wall","freshwater","fish",NA,"Moravec","1970","J. Fish Biol.","2","313-322"
"Raphidascaris acus","Raphidascaris","nematode","Pimephales notatus","bluntnose minnow",0,"atypical",3,"int","no","3larv","none","liver; mesentery; gut wall","freshwater","fish","rarely infected","Smith","1986","Environ. Biol. Fishes","16","295-308"
"Raphidascaris acus","Raphidascaris","nematode","Pimephales promelas","fathead minnow",0,"typical",3,"int","no","3larv","none","liver; mesentery; gut wall","freshwater","fish",NA,"Smith","1986","Environ. Biol. Fishes","16","295-308"
"Raphidascaris acus","Raphidascaris","nematode","Salmo trutta","brown trout",0,"typical",3,"int","no","3larv","none","liver; mesentery; gut wall","freshwater","fish",NA,"Moravec","1970","J. Fish Biol.","2","313-322"
"Raphidascaris acus","Raphidascaris","nematode","Squalius cephalus","chub",0,"typical",3,"int","no","3larv","none","liver; mesentery; gut wall","freshwater","fish","only smaller individuals could be infected","Moravec","1970","Vest. Cs. Spolec. Zool.","34","33-49"
"Raphidascaris acus","Raphidascaris","nematode","Umbra limi","mudminnow",0,"typical",3,"int","no","3larv","none","liver; mesentery; gut wall","freshwater","fish",NA,"Smith","1986","Environ. Biol. Fishes","16","295-308"
"Raphidascaris acus","Raphidascaris","nematode",NA,"fish fry",0,"typical",3,"int","no","3larv","none","liver; mesentery; gut wall","freshwater","fish","many species of fish fry are susceptible, but not clear that L4 stage reached in these hosts (probably as fish grows)","Supriaga and Mozgovoy","1974","Parazitologiya","8","494-503"
"Raphidascaris acus","Raphidascaris","nematode","Esox lucius","pike",0,"typical",4,"def","no","adult","none","gut","freshwater","fish",NA,"Smith","1984","Can. J. Zool.","62","1378-1386"
"Raphidascaris acus","Raphidascaris","nematode","Oncorhynchus mykiss","rainbow trout",0,"typical",4,"def","no","adult","none","gut","freshwater","fish",NA,"Smith","1984","Can. J. Zool.","62","1378-1386"
"Raphidascaris acus","Raphidascaris","nematode","Salmo trutta","brown trout",0,"typical",4,"def","no","adult","none","gut","freshwater","fish",NA,"Moravec","1970","J. Fish Biol.","2","313-322"
"Raphidascaris acus","Raphidascaris","nematode","Salvelinus fontinalis","brook trout",0,"typical",4,"def","no","adult","none","gut","freshwater","fish",NA,"Smith","1984","Can. J. Zool.","62","1378-1386"
"Raphidascaris gigi","Raphidascaris","nematode",NA,"invertebrates",1,"typical",1,"int","paratenic","1larv","none","body cavity","freshwater",NA,NA,"Moravec et al.","1998","Dis. Aquat. Org.","32","157-160"
"Raphidascaris gigi","Raphidascaris","nematode","Cottus reinii","sculpin",0,"typical",2,"int","no","2larv","none","body cavity","freshwater","fish",NA,"Moravec and Nagasawa","2002","Syst. Parasitol.","52","193-198"
"Raphidascaris gigi","Raphidascaris","nematode","Gnathopogon elongatus","cyprinid",0,"typical",2,"int","no","2larv","none","body cavity","freshwater","fish",NA,"Moravec and Nagasawa","2002","Syst. Parasitol.","52","193-198"
"Raphidascaris gigi","Raphidascaris","nematode","Gymnogobius castaneus","biringo",0,"typical",2,"int","no","2larv","none","body cavity","freshwater","fish",NA,"Moravec and Nagasawa","2002","Syst. Parasitol.","52","193-198"
"Raphidascaris gigi","Raphidascaris","nematode","Leptodora kindti","predatory cladoceran",0,"typical",2,"int","no","2larv","none","body cavity","freshwater",NA,"as R. biwakoensis (see Moravec and Nagasawa 2002 for taxonomic history); mainly feeds on small zooplankton like copepods, suggesting it is second host, but it is also eaten by many fish, which may be either intermediate or definitive hosts","Moravec et al.","1998","Dis. Aquat. Org.","32","157-160"
"Raphidascaris gigi","Raphidascaris","nematode","Opsariichthys uncirostris","three-lips",0,"typical",2,"int","no","2larv","none","body cavity","freshwater","fish",NA,"Moravec and Nagasawa","2002","Syst. Parasitol.","52","193-198"
"Raphidascaris gigi","Raphidascaris","nematode","Plecoglossus altivelis","sweetfish",0,"typical",2,"int","no","2larv","none","body cavity","freshwater","fish",NA,"Moravec and Nagasawa","2002","Syst. Parasitol.","52","193-198"
"Raphidascaris gigi","Raphidascaris","nematode","Sarcocheilichthys variegatus","cyprinid",0,"typical",2,"int","no","2larv","none","body cavity","freshwater","fish",NA,"Moravec and Nagasawa","2002","Syst. Parasitol.","52","193-198"
"Raphidascaris gigi","Raphidascaris","nematode","Tribolodon hakonensis","big-scaled redfin",0,"typical",2,"int","no","2larv","none","body cavity","freshwater","fish",NA,"Moravec and Nagasawa","2002","Syst. Parasitol.","52","193-198"
"Raphidascaris gigi","Raphidascaris","nematode","Oncorhynchus masou","masu salmon",0,"typical",3,"def","no","adult","none","gut","freshwater","fish",NA,"Moravec and Nagasawa","2002","Syst. Parasitol.","52","193-198"
"Raphidascaris gigi","Raphidascaris","nematode","Oncorhynchus mykiss","rainbow trout",0,"typical",3,"def","no","adult","none","gut","freshwater","fish",NA,"Moravec and Nagasawa","2002","Syst. Parasitol.","52","193-198"
"Raphidascaris gigi","Raphidascaris","nematode","Pelteobagrus nudiceps","forktail bullhead catfish",0,"typical",3,"def","no","adult","none","gut","freshwater","fish",NA,"Moravec and Nagasawa","2002","Syst. Parasitol.","52","193-198"
"Raphidascaris gigi","Raphidascaris","nematode","Plecoglossus altivelis","sweetfish",0,"typical",3,"def","no","adult","none","gut","freshwater","fish",NA,"Moravec and Nagasawa","2002","Syst. Parasitol.","52","193-198"
"Retinometra exigua","Retinometra","cestode","Orchestia platensis","terrestrial amphipod",0,"typical",1,"int","no","1larv","none","body cavity","terrestrial",NA,NA,"Alicata and Chang","1939","J. Parasitol.","25","121-127"
"Retinometra exigua","Retinometra","cestode","Gallus gallus","chickens",0,"typical",2,"def","no","adult","none","gut","terrestrial","bird",NA,"Alicata and Chang","1939","J. Parasitol.","25","121-127"
"Retinometra venusta","Retinometra","cestode","Cyclocypris dispersa","ostracod",0,"typical",1,"int","no","1larv","none","body cavity","freshwater",NA,"was in Hymenolepis as well as Sphenacanthus","Joyeux and Baer","1936","Faune de France, Cestodes",NA,NA
"Retinometra venusta","Retinometra","cestode","Cypris agilis","ostracod",0,"typical",1,"int","no","1larv","none","body cavity","freshwater",NA,"was in Hymenolepis","Joyeux and Baer","1936","Faune de France, Cestodes",NA,NA
"Retinometra venusta","Retinometra","cestode","Anas acuta","northern pintail",0,"typical",2,"def","no","adult","none","gut","freshwater","bird",NA,"Beverley-Burton","1964","Proc. Zool. Soc. Lond.","142","307-346"
"Retinometra venusta","Retinometra","cestode","Anas platyrhynchos","mallards",0,"typical",2,"def","no","adult","none","gut","freshwater","bird",NA,"Beverley-Burton","1964","Proc. Zool. Soc. Lond.","142","307-346"
"Rhabdochona canadensis","Rhabdochona","nematode","Caenis sp.","mayfly nymph",0,"typical",1,"int","no","1larv","none","body cavity","freshwater",NA,NA,"Barger and Janovy","1994","J. Parasitol.","80","1032-1035"
"Rhabdochona canadensis","Rhabdochona","nematode","Tricorythodes sp.","mayfly nymph",0,"typical",1,"int","no","1larv","none","body cavity","freshwater",NA,NA,"Barger and Janovy","1994","J. Parasitol.","80","1032-1035"
"Rhabdochona canadensis","Rhabdochona","nematode","Cyprinella lutrensis","red shiner",0,"typical",2,"def","no","adult","none","gut","freshwater","fish",NA,"Barger and Janovy","1994","J. Parasitol.","80","1032-1035"
"Rhabdochona canadensis","Rhabdochona","nematode","Platygobio gracilis","flathead chub",0,"typical",2,"def","no","adult","none","gut","freshwater","fish",NA,"Moravec and Arai","1971","J. Fish. Res. Bd. Can.","28","1645-1662"
"Rhabdochona canadensis","Rhabdochona","nematode","Rhinichthys cataractae","longnose dace",0,"typical",2,"def","no","adult","none","gut","freshwater","fish",NA,"Moravec and Arai","1971","J. Fish. Res. Bd. Can.","28","1645-1662"
"Rhabdochona cascadilla","Rhabdochona","nematode","Ephemera simulans","mayfly nymph",0,"typical",1,"int","no","1larv","none","body cavity","freshwater",NA,"as R. rotundicaudatum which was synonymized with R. cascadilla by Moravec and Muzzall 2007","Byrne","1992","Can. J. Zool.","70","485-493"
"Rhabdochona cascadilla","Rhabdochona","nematode","Hexagenia sp.","mayfly nymph",0,"typical",1,"int","no","1larv","none","body cavity","freshwater",NA,NA,"Gustafson","1942","J. Parasitol.","28","30"
"Rhabdochona cascadilla","Rhabdochona","nematode","Ambloplites rupestris","rock bass",0,"typical",2,"def","no","adult","none","gut","freshwater","fish","as R. rotundicaudatum which was synonymized with R. cascadilla by Moravec and Muzzall 2007","Byrne","1992","Can. J. Zool.","70","485-493"
"Rhabdochona cascadilla","Rhabdochona","nematode","Ameiurus nebulosus","brown bullhead",0,"typical",2,"def","no","adult","none","gut","freshwater","fish","as R. rotundicaudatum which was synonymized with R. cascadilla by Moravec and Muzzall 2007","Byrne","1992","Can. J. Zool.","70","485-493"
"Rhabdochona cascadilla","Rhabdochona","nematode","Etheostoma caeruleum","rainbow darter",0,"typical",2,"def","no","adult","none","gut","freshwater","fish","as R. rotundicaudatum which was synonymized with R. cascadilla by Moravec and Muzzall 2007","Byrne","1992","Can. J. Zool.","70","485-493"
"Rhabdochona cascadilla","Rhabdochona","nematode","Luxilus cornutus","shiner",0,"typical",2,"def","no","adult","none","gut","freshwater","fish",NA,"Byrne","1992","Can. J. Zool.","70","485-493"
"Rhabdochona cascadilla","Rhabdochona","nematode","Nocomis biguttatus","hornyhead chub",0,"typical",2,"def","no","adult","none","gut","freshwater","fish","as R. rotundicaudatum which was synonymized with R. cascadilla by Moravec and Muzzall 2007","Byrne","1992","Can. J. Zool.","70","485-493"
"Rhabdochona cascadilla","Rhabdochona","nematode","Nocomis micropogon","river chub",0,"typical",2,"def","no","adult","none","gut","freshwater","fish","as R. rotundicaudatum which was synonymized with R. cascadilla by Moravec and Muzzall 2007","Byrne","1992","Can. J. Zool.","70","485-493"
"Rhabdochona cascadilla","Rhabdochona","nematode","Pimephales notatus","bluntnose minnow",0,"typical",2,"def","no","adult","none","gut","freshwater","fish",NA,"Gustafson","1949","J. Parasitol.","35","534-540"
"Rhabdochona cascadilla","Rhabdochona","nematode","Semotilus atromaculatus","creek chub",0,"typical",2,"def","no","adult","none","gut","freshwater","fish",NA,"Moravec and Arai","1971","J. Fish. Res. Bd. Can.","28","1645-1662"
"Rhabdochona coronacauda","Rhabdochona","nematode","Ephemera strigata","mayfly nymph",0,"typical",1,"int","no","1larv","none","body cavity","freshwater",NA,NA,"Hirasawa and Urabe","2003","J. Parasitol.","89","617-620"
"Rhabdochona coronacauda","Rhabdochona","nematode","Ephemerella setigera","mayfly nymph",0,"typical",1,"int","no","1larv","none","body cavity","freshwater",NA,NA,"Hirasawa and Urabe","2003","J. Parasitol.","89","617-620"
"Rhabdochona coronacauda","Rhabdochona","nematode","Liobagrus reini","reddish bullhead",0,"typical",2,"def","no","adult","none","gut","freshwater","fish","considers cyprinids the typical def host, but noted that L.reini eats insects and may thus also be a normal def host","Moravec and Nagasawa","1998","Folia Parasitol.","45","283-294"
"Rhabdochona coronacauda","Rhabdochona","nematode","Opsariichthys uncirostris","three lips",0,"typical",2,"def","no","adult","none","gut","freshwater","fish",NA,"Hirasawa and Urabe","2003","J. Parasitol.","89","617-620"
"Rhabdochona denudata","Rhabdochona","nematode","Choroterpes trifurcata","mayfly nymph",0,"typical",1,"int","no","1larv","none","body cavity","freshwater",NA,"dealt with subspecies of R. denudata which might be separate species","Hirasawa and Urabe","2003","J. Parasitol.","89","617-620"
"Rhabdochona denudata","Rhabdochona","nematode","Ephemera strigata","mayfly nymph",0,"typical",1,"int","no","1larv","none","body cavity","freshwater",NA,"dealt with subspecies of R. denudata which might be separate species","Hirasawa and Urabe","2003","J. Parasitol.","89","617-620"
